ID;Neighbourhood;City;Latitude;Longitude;Zipcode;PropertyType;RoomType;BedType;Beds;Bedrooms;Bathrooms;Accommodates;Amenities;Price;SecurityDeposit;CleaningFee;CancellationPolicy;ReviewScoresRating;Market;Internet;TV;Kitchen;Airconditioning;Heating
15320242;Carabanchel;Madrid, Comunidad de Madrid, ES;40.3794592844743;-3.735264489662829;28025;Apartment;Private room;Real Bed;1.0;1.0;1.5;1;Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets live on this property,Elevator in building,Heating,Smoke detector,First aid kit,Fire extinguisher,Essentials;21.25;0.0;0.0;strict;93;Madrid;True;False;True;True;True
2144404;Usera;Madrid;40.38024632496515;-3.692242253648928;28041;Apartment;Private room;Real Bed;2.0;1.0;1.0;3;Internet,Wireless Internet,Wheelchair accessible,Pool,Doorman,Elevator in building,Heating,Washer,Dryer;22.1;85.0;8.5;strict;93;Madrid;True;False;False;False;True
11775239;Usera;Madrid;40.37016265889834;-3.688910970950415;28041;Apartment;Entire home/apt;Real Bed;3.0;2.0;1.0;4;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;42.5;0.0;17.0;flexible;96;Madrid;True;True;True;True;True
6489124;Usera;Madrid;40.3920751321949;-3.70142203355441;28026;Apartment;Entire home/apt;Real Bed;4.0;3.0;1.5;6;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;63.75;85.0;0.0;moderate;96;Madrid;True;True;True;True;True
13745530;Puente de Vallecas;Madrid;40.38428056654867;-3.6701430988699344;28053;Apartment;Entire home/apt;Real Bed;7.0;3.0;1.0;9;Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers;88.4;255.0;0.0;strict;86;Madrid;False;False;True;False;True
12187485;Puente de Vallecas;Madrid;40.38195572375452;-3.666520341065617;28018;Apartment;Private room;Real Bed;4.0;1.0;1.5;6;TV,Internet,Wireless Internet,Wheelchair accessible,Free parking on premises,Heating,Family/kid friendly,24-hour check-in;21.25;0.0;0.0;strict;73;Madrid;True;True;False;False;True
6097996;Puente de Vallecas;Madrid;40.385064129316845;-3.6669628327036623;28018;Apartment;Private room;Real Bed;1.0;1.0;1.0;2;TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room;14.45;0.0;8.5;flexible;97;Madrid;True;True;True;False;True
15754743;Puente de Vallecas;Madrid;40.39256490931206;-3.663501771719668;28053;Apartment;Private room;Real Bed;2.0;1.0;1.0;3;Internet,Wireless Internet,Kitchen,Smoking allowed,Heating,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace;19.55;0.0;0.0;flexible;97;Madrid;True;False;True;False;True
607548;Puente de Vallecas;Madrid;40.39224091334802;-3.663783164122559;28053;Apartment;Private room;Real Bed;3.0;1.0;1.0;2;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Shampoo;38.25;85.0;12.75;strict;57;Madrid;True;True;True;True;False
15356145;Moratalaz;Madrid;40.40263596097976;-3.645781494817599;28030;Apartment;Private room;Real Bed;1.0;1.0;1.0;2;Internet,Wireless Internet,Free parking on premises,Smoking allowed,Pets live on this property,Heating,Washer,First aid kit,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;15.3;0.0;4.25;flexible;96;Madrid;True;False;False;False;True
15338975;Moratalaz;Madrid;40.40582117216459;-3.643672581914897;28030;Apartment;Private room;Real Bed;1.0;1.0;1.0;1;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Pets live on this property,Dog(s),Heating,Family/kid friendly,Washer,Essentials,Shampoo;12.75;0.0;0.0;flexible;93;Madrid;True;True;True;False;True
9800366;Latina;Madrid;40.414782126512826;-3.7252904101013633;28011;Apartment;Entire home/apt;Real Bed;4.0;3.0;3.0;6;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;85.0;170.0;42.5;strict;92;Madrid;True;True;True;True;True
10139078;Latina;Madrid;40.405386693121216;-3.7556514114099087;28011;Apartment;Private room;Real Bed;2.0;1.0;1.0;2;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;17.0;0.0;8.5;strict;60;Madrid;True;True;True;False;True
9247023;Latina;Madrid;40.40775638967524;-3.7433521554941622;28011;Apartment;Private room;Real Bed;1.0;1.0;1.0;2;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Smoke detector,Essentials,24-hour check-in;17.0;0.0;8.5;strict;81;Madrid;True;True;True;False;True
13948065;Latina;Madrid;40.40574755555119;-3.7429271364700303;28011;Apartment;Entire home/apt;Real Bed;2.0;2.0;1.0;3;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Laptop friendly workspace;42.5;85.0;17.0;moderate;92;Madrid;True;True;True;True;True
4631631;Latina;Madrid;40.4043876113728;-3.754787322459612;28011;Apartment;Private room;Real Bed;1.0;1.0;1.0;2;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;17.0;0.0;8.5;strict;85;Madrid;True;True;True;False;True
16249061;Carabanchel;Madrid;40.39119271862144;-3.737125946320134;28025;Apartment;Private room;Real Bed;2.0;1.0;1.0;2;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;44.2;0.0;0.0;flexible;100;Madrid;True;True;True;True;True
809554;Carabanchel;Madrid;40.39384321222251;-3.723233477629365;28019;Apartment;Private room;Real Bed;2.0;1.0;1.0;2;Wireless Internet,Washer;17.0;0.0;0.0;strict;80;Madrid;True;False;False;False;False
1617709;Carabanchel;Madrid;40.38738895010324;-3.740092813376284;28025;Apartment;Entire home/apt;Real Bed;3.0;2.0;2.0;4;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;46.75;212.5;25.5;moderate;97;Madrid;True;True;True;True;True
15267614;Chamberí;Madrid;40.434652262521226;-3.710490569596022;28015;Apartment;Entire home/apt;Real Bed;1.0;1.0;1.0;2;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Washer,Smoke detector,Essentials,translation missing: en.hosting_amenity_49,Self Check-In,Smartlock;32.3;0.0;8.5;moderate;100;Madrid;True;True;True;True;True
7008764;Chamberí;Madrid;40.43090939137264;-3.705863388500536;28015;Apartment;Private room;Real Bed;1.0;1.0;2.0;2;Smoking allowed,Pets allowed;27.2;0.0;8.5;strict;70;Madrid;False;False;False;False;False
6444584;Chamberí;Madrid;40.43659193553385;-3.7050679575440553;28015;Apartment;Entire home/apt;Real Bed;2.0;1.0;1.0;4;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;59.5;0.0;17.0;moderate;88;Madrid;True;True;True;True;True
9382520;Chamberí;Madrid;40.43021532688529;-3.709186087531311;28015;Apartment;Entire home/apt;Real Bed;2.0;0.0;1.0;2;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;42.5;0.0;0.0;moderate;80;Madrid;True;True;True;True;True
3546056;Chamberí;Madrid;40.434695949775445;-3.699031874435043;28010;Apartment;Entire home/apt;Real Bed;2.0;2.0;1.5;4;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Hangers,Hair dryer,Iron;97.75;127.5;25.5;flexible;99;Madrid;True;True;True;True;True
9298370;Chamberí;Madrid;40.43794790766523;-3.702946471952624;28010;Apartment;Entire home/apt;Real Bed;2.0;0.0;1.0;2;TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;34.0;0.0;12.75;flexible;95;Madrid;True;True;True;False;True
16940561;Chamberí;Madrid;40.43355243646598;-3.7009635001957664;28010;Apartment;Private room;Real Bed;1.0;1.0;1.0;1;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Heating,Suitable for events,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;25.5;0.0;0.0;moderate;100;Madrid;True;True;True;False;True
678732;Chamberí;Madrid;40.43301622561293;-3.7033579484295736;28010;Apartment;Entire home/apt;Real Bed;6.0;3.0;2.0;8;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Self Check-In,Doorman Entry;101.15;0.0;22.95;moderate;85;Madrid;True;True;True;True;True
12922339;Chamberí;Madrid;40.430235436856826;-3.702784588076215;28004;Apartment;Entire home/apt;Real Bed;3.0;3.0;1.0;6;Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50;55.25;0.0;25.5;strict;67;Madrid;True;False;True;False;False
13767416;Chamberí;Madrid;40.4299137693955;-3.7051730270433514;28010;Apartment;Entire home/apt;Real Bed;4.0;3.0;1.0;8;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;78.2;0.0;11.05;moderate;92;Madrid;True;True;True;False;True
7400337;Chamberí;Madrid;40.43821572599242;-3.6981998243200223;28010;Apartment;Private room;Real Bed;1.0;1.0;1.0;1;TV,Internet,Wireless Internet,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Washer,First aid kit,Safety card,Essentials,Shampoo;22.95;0.0;0.0;flexible;93;Madrid;True;True;True;False;True
8494841;Chamberí;Madrid;40.4369073530177;-3.697982039801206;28010;Apartment;Entire home/apt;Real Bed;2.0;1.0;1.0;2;TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets allowed,Pets live on this property,Dog(s),Heating,Washer,First aid kit;55.25;0.0;0.0;strict;93;Madrid;True;True;True;False;True
8267332;Arganzuela;Madrid;40.40206193521961;-3.699868106888915;28045;Apartment;Private room;Real Bed;1.0;2.0;1.0;2;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace;38.25;0.0;0.0;moderate;93;Madrid;True;True;True;True;True
14837892;Arganzuela;Madrid;40.40616271263708;-3.690308638585428;28045;Apartment;Private room;Real Bed;1.0;1.0;1.0;2;TV,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Laptop friendly workspace,translation missing: en.hosting_amenity_50;17.85;0.0;0.0;moderate;68;Madrid;True;True;True;False;True
3731234;Arganzuela;Madrid;40.40155304503438;-3.680462916982108;28007;Apartment;Private room;Real Bed;1.0;1.0;1.0;2;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials;25.5;0.0;8.5;flexible;91;Madrid;True;True;True;True;True
16649376;Retiro;Madrid;40.405987365920254;-3.679791506171529;28007;Apartment;Entire home/apt;Real Bed;2.0;2.0;1.0;4;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;80.75;0.0;8.5;flexible;100;Madrid;True;True;True;True;True
14495076;Retiro;Madrid;40.4030896748944;-3.676182459913648;28007;Apartment;Private room;Real Bed;1.0;1.0;1.0;1;TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;17.0;212.5;8.5;flexible;84;Madrid;True;True;True;False;True
11438317;Retiro;Madrid;40.40226989761202;-3.669571649732657;28007;Apartment;Entire home/apt;Real Bed;1.0;0.0;1.0;2;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Iron;46.75;127.5;0.0;moderate;100;Madrid;True;True;True;True;True
2380554;Retiro;Madrid;40.41743225410109;-3.6775195289263793;28009;Apartment;Entire home/apt;Real Bed;2.0;0.0;1.0;4;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;63.75;170.0;0.0;strict;83;Madrid;True;True;True;True;True
10795353;Retiro;Madrid;40.42043484474331;-3.677036996178514;28009;Apartment;Entire home/apt;Real Bed;2.0;1.0;1.0;4;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;68.0;0.0;21.25;moderate;91;Madrid;True;True;True;True;True
3901968;Retiro;Madrid;40.41642614689616;-3.6760952561035705;28009;Apartment;Private room;Real Bed;2.0;1.0;1.0;2;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo;25.5;0.0;0.0;flexible;97;Madrid;True;True;True;False;True
15153199;Retiro;Madrid;40.40790359322303;-3.6898054821170456;28014;Apartment;Private room;Real Bed;1.0;1.0;2.0;2;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;38.25;0.0;0.0;moderate;96;Madrid;True;True;True;False;True
11970676;Retiro;Madrid;40.40889152491823;-3.690680475993541;28014;Apartment;Private room;Real Bed;1.0;1.0;2.0;1;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace;32.3;0.0;0.0;moderate;96;Madrid;True;True;True;False;True
2319136;Retiro;Madrid;40.407506116244406;-3.675258019339827;28007;Apartment;Entire home/apt;Real Bed;3.0;2.0;1.0;5;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Doorman,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo;102.0;0.0;25.5;flexible;97;Madrid;True;True;True;True;True
14113692;Chamartín;Madrid;40.43860440145284;-3.678498802801162;28002;Apartment;Entire home/apt;Real Bed;2.0;1.0;1.0;4;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron;85.0;85.0;0.0;moderate;99;Madrid;True;True;True;True;True
12376162;Chamartín;Madrid;40.45752321626639;-3.685457186259496;28036;Apartment;Entire home/apt;Real Bed;1.0;1.0;1.0;3;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;59.5;0.0;17.0;flexible;92;Madrid;True;True;True;True;True
6484263;Chamartín;Madrid;40.45742528838284;-3.673396787729426;28016;Apartment;Entire home/apt;Real Bed;3.0;3.0;1.0;4;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron;41.65;0.0;17.0;flexible;89;Madrid;True;True;True;True;True
7084519;Chamartín;Madrid;40.45776700004868;-3.68721515272475;28036;Apartment;Entire home/apt;Real Bed;2.0;1.0;2.0;6;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;75.65;85.0;42.5;strict;89;Madrid;True;True;True;True;True
13817195;Chamartín;Madrid;40.460132424817786;-3.676182541756306;28016;Apartment;Private room;Real Bed;1.0;1.0;1.0;2;Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;29.75;0.0;0.0;moderate;100;Madrid;True;False;True;False;True
13978167;Chamartín;Madrid;40.47744734263412;-3.68354647447154;28046;Apartment;Private room;Real Bed;2.0;1.0;1.0;2;Wireless Internet,Kitchen,Pets allowed,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;29.75;0.0;0.0;flexible;100;Madrid;True;False;True;False;True
10139111;Tetuán;Madrid;40.45157183164439;-3.705517087715628;28039;Apartment;Entire home/apt;Real Bed;1.0;1.0;1.0;3;TV,Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Safety card,Essentials,Hangers,Iron,Laptop friendly workspace;29.75;255.0;34.0;strict;82;Madrid;True;True;True;False;True
7672367;Tetuán;Madrid;40.45151675929556;-3.704461617036658;28039;Apartment;Entire home/apt;Real Bed;4.0;2.0;1.0;6;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;42.5;0.0;34.0;flexible;87;Madrid;True;True;True;True;True
340051;Tetuán;Madrid;40.453185713852776;-3.694716419741397;28020;Apartment;Private room;Real Bed;2.0;1.0;0.0;2;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;34.0;0.0;0.0;flexible;95;Madrid;True;True;True;False;True
4483457;Tetuán;Madrid;40.44728556771713;-3.7020531345649994;28020;Apartment;Entire home/apt;Real Bed;2.0;2.0;1.0;3;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron;53.55;170.0;0.0;flexible;94;Madrid;True;True;True;True;True
15409541;Tetuán;Madrid;40.45168776227462;-3.697320874877284;28020;Apartment;Private room;Real Bed;1.0;1.0;1.0;2;TV,Wireless Internet,Kitchen,Elevator in building,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;25.5;85.0;6.8;moderate;100;Madrid;True;True;True;False;False
15483258;Tetuán;Madrid;40.458082243173365;-3.693971532575514;28020;Apartment;Entire home/apt;Real Bed;3.0;1.0;1.0;5;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;67.15;85.0;25.5;moderate;98;Madrid;True;True;True;True;True
4838758;Tetuán;Madrid;40.46368744376869;-3.692639915461844;28020;Apartment;Private room;Real Bed;1.0;1.0;1.0;2;TV,Internet,Wireless Internet,Air conditioning,Breakfast,Elevator in building,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;42.5;0.0;0.0;flexible;98;Madrid;True;True;False;True;True
3502717;Tetuán;Madrid;40.4686995355319;-3.690942408976583;28029;Apartment;Private room;Real Bed;2.0;1.0;1.0;2;Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Iron;16.15;0.0;0.0;strict;95;Madrid;True;False;True;False;True
1038453;Tetuán;Madrid;40.47166394645373;-3.6930674194560864;28029;Apartment;Entire home/apt;Real Bed;1.0;1.0;1.0;4;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer;48.45;127.5;0.0;moderate;83;Madrid;True;True;True;True;True
4187183;Chamberí;Madrid;40.433739331392;-3.714610239940864;28015;Apartment;Private room;Real Bed;1.0;1.0;1.0;1;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Fire extinguisher;23.8;85.0;0.0;flexible;83;Madrid;True;True;True;True;True
16405082;Chamberí;Madrid;40.43455673847094;-3.7149879479575167;28015;Apartment;Entire home/apt;Real Bed;1.0;1.0;1.0;4;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;40.8;0.0;0.0;moderate;98;Madrid;True;True;True;True;True
12213770;Chamberí;Madrid;40.4320451491486;-3.714884312954239;28015;Apartment;Entire home/apt;Real Bed;3.0;1.0;1.0;3;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo;63.75;0.0;0.0;strict;89;Madrid;True;True;True;False;True
11840690;Chamberí;Madrid;40.4323517194312;-3.716868707592864;28015;Apartment;Private room;Real Bed;1.0;1.0;2.5;2;TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;12.75;0.0;0.0;flexible;63;Madrid;True;True;True;False;True
7099193;Chamberí;Madrid;40.43315923605512;-3.704900941686761;28015;Apartment;Private room;Real Bed;1.0;1.0;1.0;1;TV,Wireless Internet,Kitchen,Family/kid friendly,Essentials,Shampoo,translation missing: en.hosting_amenity_50;29.75;0.0;0.0;flexible;80;Madrid;True;True;True;False;False
14630298;Chamberí;Madrid;40.43114946520095;-3.711094964459309;28015;Apartment;Entire home/apt;Real Bed;2.0;1.0;1.0;4;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;44.2;0.0;0.0;moderate;93;Madrid;True;True;True;True;True
3150371;Centro;Madrid;40.41010608050749;-3.714754034177323;28005;Apartment;Private room;Real Bed;1.0;1.0;1.0;2;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers;30.6;0.0;0.0;flexible;98;Madrid;True;True;True;False;True
3378181;Centro;Madrid;40.416968822636726;-3.7094389211089993;28013;Apartment;Entire home/apt;Real Bed;1.0;1.0;1.0;2;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace;72.25;85.0;25.5;strict;95;Madrid;True;True;True;True;True
6554204;Centro;Madrid;40.416833945573366;-3.710239755712968;28013;Apartment;Private room;Real Bed;1.0;1.0;2.0;2;Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub;25.5;0.0;12.75;strict;67;Madrid;True;False;True;False;True
2816173;Centro;Madrid;40.40924754500767;-3.704051751419279;28012;Apartment;Private room;Real Bed;1.0;1.0;1.0;2;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;32.3;59.5;10.2;moderate;93;Madrid;True;False;True;True;True
12660354;Centro;Madrid;40.41200073894989;-3.70669131897594;28012;Apartment;Entire home/apt;Real Bed;1.0;1.0;1.0;2;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;60.35;297.5;17.0;flexible;90;Madrid;True;True;True;False;True
15728677;Centro;Madrid;40.41085393918086;-3.70109925847529;28012;Apartment;Entire home/apt;Real Bed;2.0;0.0;1.0;3;Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Laptop friendly workspace;51.0;0.0;0.0;flexible;100;Madrid;True;False;True;False;True
17027612;Centro;Madrid;40.40812372278415;-3.710367456487857;28005;Apartment;Entire home/apt;Real Bed;1.0;0.0;1.0;2;Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;38.25;0.0;0.0;strict;87;Madrid;True;False;True;True;True
15673149;Centro;Madrid;40.40608534102548;-3.704212674856171;28005;Apartment;Private room;Real Bed;1.0;1.0;1.0;2;TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Buzzer/wireless intercom,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50;34.0;0.0;4.25;moderate;100;Madrid;True;True;True;True;False
